task,query_id,corpus_id,pident,evalue,bitscore
arch,P62134,P47650,31.25,0.031,35.8
arch,P62134,Q6F1W4,27.711,0.041,35.4
arch,P62134,Q18A91,35.593,0.057,35.0
arch,P62134,Q49XI8,31.081,0.076,34.3
arch,P62134,Q49ZD9,34.043,0.091,34.3
arch,P62134,Q88WJ9,35.0,0.11,34.3
arch,P62134,Q4A5A4,32.812,0.11,33.9
arch,P62135,Q7NG51,27.018,2.18e-09,59.3
arch,P62135,Q9X1X1,28.777,3.39e-09,58.5
arch,P62135,Q7ZAK1,24.809,1.47e-07,53.1
arch,P62135,B8CW13,29.577,4e-06,48.5
arch,P62135,P51834,22.115,9.84e-06,47.4
arch,P62135,P73340,20.142,1.96e-05,46.2
arch,P62135,E1X022,22.404,4.34e-05,45.1
arch,P62135,Q8REH4,25.989,4.66e-05,45.1
arch,P62135,Q7UQV4,21.212,7.13e-05,44.3
arch,P62135,Q8KBS6,34.821,0.000302,42.4
arch,P62135,Q6N1B7,22.066,0.000792,41.2
arch,P62135,B8GZ28,21.198,0.000891,40.8
arch,P62135,Q88WJ9,50.0,0.001,40.4
arch,P62135,P47540,22.286,0.002,40.0
arch,P62135,A3PMS2,21.698,0.002,40.0
arch,P62135,Q8KBS6,40.476,0.003,39.3
arch,P62135,Q9PPV2,26.966,0.004,38.5
arch,P62135,Q1D2R5,35.714,0.004,38.5
arch,P62135,O66878,20.419,0.007,38.1
arch,P62135,Q8REH4,25.641,0.007,37.7
arch,P62135,P9WGF2,52.174,0.008,37.7
arch,P62135,Q24U48,29.545,0.021,36.6
arch,P62135,Q88XV1,34.848,0.024,35.4
arch,P62135,B9E1H0,35.616,0.031,35.8
arch,P62135,Q7UQV4,22.53,0.039,35.4
arch,P62135,P47540,25.946,0.044,35.4
arch,P62135,Q7NAQ7,21.359,0.063,34.3
arch,P62135,P9WGF2,34.328,0.075,34.7
arch,P62135,Q49ZD9,37.313,0.12,33.5
arch,P62135,Q6F1W4,34.848,0.13,33.5
arch,P62135,Q1INB1,35.385,0.18,33.5
arch,P62135,Q3JYM3,44.444,0.18,33.1
arch,P62135,B9E1H0,29.114,0.19,33.1
arch,P62135,P47650,34.568,0.2,32.7
arch,P62135,Q604U6,22.388,0.28,32.7
arch,P62135,Q4A5A4,36.232,0.28,32.3
arch,P62135,Q49XI8,32.468,0.3,32.0
arch,P62135,P41508,22.68,0.41,32.0
arch,P62135,Q88WJ9,28.125,0.68,31.6
arch,P62135,Q04PF0,30.435,0.78,31.2
arch,P62135,Q49588,30.986,0.81,30.8
arch,P62135,A3PMS2,29.412,0.95,30.8
arch,P62135,Q1D2R5,21.366,0.95,30.8
arch,P62135,Q81ZL2,47.368,0.96,30.8
arch,P62135,P61669,36.17,1.1,30.8
arch,P62135,Q1INB1,45.833,1.2,30.8
arch,P62135,Q8RHK3,33.333,1.3,30.4
arch,P62135,Q9Z6T7,24.272,1.9,29.6
arch,P62135,B3PN08,50.0,2.0,30.0
arch,P62135,A5IYF2,39.474,2.1,29.6
arch,P62446,B2S2I4,37.037,1.2300000000000002e-21,83.6
arch,P62446,C0QWX2,35.338,2.51e-18,74.7
arch,P62446,A7IKP6,32.168,4.25e-17,71.6
arch,P62446,Q6KIF0,33.333,2.18e-15,68.2
arch,P62446,Q8EX25,32.824,9.75e-15,65.9
arch,P62446,B6YQ01,28.148,1.16e-13,62.8
arch,P62446,P62444,33.577,4.15e-12,58.5
arch,P62446,Q03ZH6,29.508,3.14e-11,56.2
arch,P62446,A7ZEJ3,34.043,0.73,28.1
arch,P62446,B0S2N4,31.915,1.5,26.9
arch,P62446,Q6ME13,22.449,1.5,26.9
arch,P62446,A1ATJ6,26.667,1.7,26.9
arch,P62446,O07590,28.571,2.1,25.8
arch,P62446,O86083,33.333,3.4,26.2
arch,P62446,B9L9I6,34.146,3.7,25.8
arch,P62446,O66145,25.316,5.5,25.4
arch,P62446,B2KCB2,33.333,6.3,25.0
arch,P62446,B2A8E3,32.5,6.6,25.0
arch,P62446,Q4FPI1,39.024,7.6,25.0
arch,P62446,Q11NV4,25.556,8.7,25.0
arch,P62647,Q9WYN9,43.697,4.66e-97,290.0
arch,P62647,Q67P67,40.857,2.1299999999999997e-95,286.0
arch,P62647,Q0AYL3,39.835,1.76e-93,281.0
arch,P62647,Q8EQW0,42.382,2.09e-93,281.0
arch,P62647,Q820K0,38.904,8.409999999999999e-91,275.0
arch,P62647,Q24T61,37.209,4.3499999999999995e-90,274.0
arch,P62647,Q31HL9,40.476,1.11e-86,265.0
arch,P62647,Q311M8,40.054,1.72e-85,261.0
arch,P62647,Q8XQ83,37.741,7.9e-85,260.0
arch,P62647,P62641,39.13,8.1e-85,259.0
arch,P62647,P62635,40.286,9.8e-85,259.0
arch,P62647,Q3A5A8,39.42,4.27e-84,257.0
arch,P62647,Q0HIF6,37.101,9.039999999999999e-82,251.0
arch,P62647,Q8RAZ3,38.71,1.68e-81,251.0
arch,P62647,Q485K0,39.143,2.1100000000000002e-80,249.0
arch,P62647,Q05522,37.978,2.22e-79,245.0
arch,P62647,O85128,36.364,2.5600000000000002e-79,245.0
arch,P62647,Q97GZ3,39.011,7.100000000000001e-79,244.0
arch,P62647,Q21G20,35.912,1.76e-78,243.0
arch,P62647,Q39T95,38.764,3.3e-78,242.0
arch,P62647,Q1IQS9,36.599,4.05e-75,234.0
arch,P62647,P62638,37.95,2.53e-74,233.0
arch,P62647,Q21IQ9,36.944,3.1099999999999997e-74,232.0
arch,P62647,Q2YC79,36.769,1.6000000000000002e-73,230.0
arch,P62647,Q085K9,36.8,7.84e-73,230.0
arch,P62647,Q2RZD2,35.616,1.4000000000000002e-72,228.0
arch,P62647,Q3ADG9,37.571,1.5300000000000001e-72,227.0
arch,P62647,O83639,32.824,2.19e-72,229.0
arch,P62647,Q2RKH8,32.864,5.25e-71,226.0
arch,P62647,A1SMR4,33.795,1.08e-70,223.0
arch,P62647,Q2SFY4,37.047,2.98e-70,222.0
arch,P62647,Q1D225,33.702,1.45e-69,220.0
arch,P62647,Q20XK3,33.036,7.95e-69,218.0
arch,P62647,Q6AJV3,35.44,6.95e-67,213.0
arch,P62647,P62646,35.028,1.79e-66,213.0
arch,P62647,Q2INJ8,32.961,1.1700000000000001e-64,207.0
arch,P62647,Q10WZ6,34.254,1.1900000000000001e-64,207.0
arch,P62647,Q3J653,32.877,1.91e-63,204.0
arch,P62647,Q1D359,32.286,1.62e-62,201.0
arch,P62647,Q9AAK0,33.333,1.32e-60,196.0
arch,P62647,Q8VL08,31.217,2.02e-60,197.0
arch,P62647,Q3J1W3,30.056,3.48e-56,186.0
arch,P62647,Q167K9,31.965,5.09e-56,186.0
arch,P62647,Q2INL1,33.811,4.8399999999999993e-54,179.0
arch,P62647,Q3SVA1,27.889,1.11e-51,176.0
arch,P62647,Q2W5V5,32.537,1.43e-51,173.0
arch,P62647,B2J4Q8,31.044,8.19e-51,171.0
arch,P62647,Q45047,27.882,3.0700000000000004e-43,152.0
arch,P62647,Q46V28,30.24,3.2800000000000003e-43,151.0
arch,P62647,Q0ARY3,35.238,5.93e-16,76.6
arch,P62650,B0SSH2,33.333,0.002,34.7
arch,P62650,B3QZZ6,35.714,0.036,31.2
arch,P62650,B1AIM5,33.846,0.12,30.4
arch,P62650,C1CXG1,26.19,1.4,26.6
arch,P62650,O66436,35.0,4.5,25.0
arch,P62650,Q3AEF5,33.333,5.4,25.4
arch,P62650,Q31N05,29.474,6.0,25.4
arch,P62650,C0QQA0,29.825,8.2,24.6
arch,P62650,A8MEE1,22.857,8.3,25.0
arch,P62650,O67925,22.727,9.2,24.6
arch,P62650,Q8RG83,56.25,9.5,24.6
arch,P62650,Q0AFN4,41.379,9.7,24.6
arch,P72109,Q01PF1,31.818,3.3,25.4
arch,P72109,Q7VA47,48.0,4.8,25.0
arch,P74759,O67037,34.675,0.0,631.0
arch,P74759,O67226,32.973,1.8199999999999998e-180,559.0
arch,P74759,O51934,32.999,2.68e-170,530.0
arch,P74759,O34204,29.469,2.43e-55,203.0
arch,P74759,O66893,29.527,2.75e-53,194.0
arch,P74759,P55991,29.126,6.52e-47,178.0
arch,P74759,P73810,28.374,1.5099999999999998e-45,176.0
arch,P74759,O83409,28.423,5.4999999999999997e-45,172.0
arch,P74759,Q1RIM1,28.571,2.6e-41,162.0
arch,P74759,Q9CG80,28.995,3.52e-41,160.0
arch,P74759,Q9X909,26.761,1.38e-39,157.0
arch,P74759,Q87AQ6,27.01,5.44e-39,154.0
arch,P74759,Q9KRB2,28.628,8.59e-39,154.0
arch,P74759,O51768,29.167,2.79e-38,152.0
arch,P74759,Q9X3X7,25.926,3.32e-38,153.0
arch,P74759,Q8K9P7,29.688,4.97e-37,149.0
arch,P74759,Q9JN65,24.296,3.09e-31,129.0
arch,P74759,P78032,25.657,2.4199999999999997e-30,127.0
arch,P74759,P40114,22.396,5.88e-06,48.5
arch,P74759,P34184,25.106,0.063,35.4
arch,P74759,A6LCY1,35.714,0.15,32.0
arch,P74759,A1KC59,40.0,0.25,31.6
arch,P74759,A0KL76,41.379,0.38,30.8
arch,P74759,B3QGV7,39.474,0.55,30.4
arch,P74759,P71505,26.154,0.72,31.6
arch,P74759,Q2LVX4,36.0,0.85,30.0
arch,P74759,Q6MNT9,30.189,1.4,30.8
arch,P74759,Q8RHK3,29.31,1.6,30.8
arch,P74759,A5FQB7,30.588,2.2,30.4
arch,P74759,A5FS84,24.0,2.7,30.0
arch,P74759,B2KEK1,28.571,3.3,29.3
arch,P74759,Q70WY6,27.059,3.5,29.6
arch,P74759,C4Z1J3,35.294,3.6,29.3
arch,P74759,B5ERM3,42.308,3.8,28.1
arch,P74759,Q6MI59,26.667,3.9,29.6
arch,P74759,Q56319,20.202,4.7,28.9
arch,P74759,Q1QSW9,24.691,5.3,28.5
arch,P74759,A6VPH7,32.5,5.4,27.3
arch,P80521,O05651,43.909,2.6599999999999997e-89,273.0
arch,P80521,Q8R807,31.395,1.2,28.9
arch,P80521,O05948,28.0,2.9,28.1
arch,P80521,A8F8I3,46.512,3.1,28.1
arch,P80521,A0L407,20.833,5.3,26.9
arch,P80521,Q5SM45,29.268,5.6,27.3
arch,P80521,A4YZJ3,32.5,6.1,26.9
arch,P80521,A9KCT6,24.691,6.4,26.9
arch,P80522,Q56317,45.993,3.9399999999999997e-81,246.0
arch,P80522,Q4JVE8,35.714,2.3,27.7
arch,P80522,B4F1M1,32.203,2.8,27.3
arch,P80522,B0S1C1,22.807,4.2,26.9
arch,P80522,Q0ID97,24.242,6.2,26.2
arch,P80522,Q1LTV6,26.087,7.8,26.2
arch,P80522,P14953,44.118,8.7,26.2
arch,P80522,B7IDE2,28.947,8.9,25.8
arch,P80523,O05650,41.081,7.87e-42,137.0
arch,P80523,A9WGB5,32.558,0.59,28.9
arch,P80523,A4J872,25.301,1.6,27.3
arch,P80523,A7NLR3,36.364,1.7,27.3
arch,P80523,B2TQ14,24.194,2.0,26.9
arch,P80523,Q88V90,33.333,2.2,26.9
arch,P80523,O66555,27.907,2.9,26.6
arch,P80523,Q8D3B5,20.87,6.0,25.8
arch,P80523,P0C123,36.364,9.7,25.0
arch,P80524,Q56316,50.685,3.11e-20,75.9
arch,P80524,P00195,38.776,5.95e-05,35.8
arch,P80524,Q9CNP2,30.909,0.00062,35.4
arch,P80524,P00201,35.294,0.000875,32.7
arch,P80524,Q9HYB8,33.962,0.001,34.7
arch,P80524,Q89AW8,28.571,0.002,33.9
arch,P80524,Q7CQM9,41.026,0.002,33.5
arch,P80524,Q3SHB7,29.412,0.003,33.1
arch,P80524,B8D719,26.761,0.004,32.7
arch,P80524,Q7VNT5,31.373,0.005,32.3
arch,P80524,Q89AW9,34.043,0.016,30.8
arch,P80524,Q89AW9,30.612,0.016,30.8
arch,P80524,A3PRP4,30.0,0.054,29.6
arch,P80524,P00211,29.091,0.1,27.7
arch,P80524,Q3SHB7,43.333,0.14,28.5
arch,P80524,B2VEQ3,25.0,0.15,28.5
arch,P80524,Q89AW8,43.333,0.17,28.5
arch,P80524,P00195,57.895,0.2,26.6
arch,P80524,Q92G41,33.333,0.25,27.3
arch,P80524,Q9KJT8,25.641,0.36,27.3
arch,P80524,Q9CNP2,47.059,0.39,27.3
arch,P80524,B2VEQ3,27.586,0.4,27.3
arch,P80524,P57215,27.586,0.62,26.6
arch,P80524,P62354,29.787,0.66,26.6
arch,P80524,Q03UL2,31.25,0.81,26.6
arch,P80524,P00211,45.455,1.1,24.6
arch,P80524,P00201,57.895,1.2,24.6
arch,P80524,B8D719,25.0,1.3,25.4
arch,P80524,O67562,36.364,1.5,25.0
arch,P80524,A3PRP4,41.667,2.5,24.6
arch,P80524,Q92G41,33.929,4.6,23.9
arch,P80524,P00203,44.444,5.3,23.1
arch,P80524,B9MKC6,38.889,6.0,23.9
arch,P80524,Q5LBZ2,33.333,6.7,23.5
arch,P80524,Q89AW9,40.0,6.9,23.5
arch,P80524,Q2GEP2,25.581,9.1,23.5
arch,P80524,Q89B02,50.0,9.2,23.5
arch,P80524,P03942,40.741,9.2,22.7
arch,P80857,P9WGE7,39.698,1.62e-45,148.0
arch,P80857,Q9Z9C4,35.714,4.62e-40,134.0
arch,P80857,P53638,39.594,9.25e-38,127.0
arch,P80857,Q9CPN6,34.615,2.46e-35,122.0
arch,P80857,O30563,34.328,7.95e-32,113.0
arch,P80857,Q89AR7,37.209,1.2100000000000001e-29,107.0
arch,P80857,Q1RH88,32.85,2.1300000000000002e-29,107.0
arch,P80857,O30970,33.171,5.130000000000001e-27,100.0
arch,P80857,O67470,34.043,4.93e-25,95.5
arch,P80857,A1VXQ2,29.469,8.580000000000001e-21,84.7
arch,P80857,P17550,28.856,3.24e-19,80.1
arch,P80857,Q1IJG7,32.394,0.5,29.3
arch,P80857,B7GTK2,28.378,0.78,28.5
arch,P80857,B4XMC6,25.581,4.4,26.2
arch,P80857,A0LA39,60.0,5.9,25.8
arch,P80857,C1A6H2,33.333,6.4,25.8
arch,P80857,Q1LSQ2,26.415,6.6,25.8
arch,P80857,Q7NMN8,24.39,9.8,25.4
arch,P81901,P00211,45.455,1.13e-07,43.5
arch,P81901,P00201,42.0,5.8e-06,38.9
arch,P81901,P00203,39.474,3.12e-05,37.0
arch,P81901,Q3SHB7,36.538,7.91e-05,37.7
arch,P81901,P00195,40.816,0.000415,33.9
arch,P81901,Q89AW9,28.333,0.000419,35.8
arch,P81901,Q7VNT5,32.692,0.000685,35.4
arch,P81901,Q56316,30.0,0.006,32.0
arch,P81901,B8D719,27.273,0.014,31.6
arch,P81901,Q7CQM9,35.0,0.019,31.2
arch,P81901,Q92G41,33.766,0.031,30.0
arch,P81901,P03942,43.333,0.051,28.9
arch,P81901,A3PRP4,27.941,0.11,28.9
arch,P81901,P03942,30.0,0.17,27.7
arch,P81901,P00195,57.143,0.17,27.3
arch,P81901,Q7CQM9,29.231,1.1,26.2
arch,P81901,P57215,42.857,1.8,25.8
arch,P81901,P00208,31.944,1.9,24.6
arch,P81901,B2VEQ3,66.667,2.6,25.4
arch,P81901,Q9HYB8,66.667,2.9,25.0
arch,P81901,Q7VNT5,45.0,3.2,24.6
arch,P81901,Q89AW8,50.0,3.6,25.0
arch,P81901,Q3AQR4,31.579,4.0,24.6
arch,P81901,P00211,30.0,4.8,23.1
arch,P81901,B2VEQ3,66.667,5.4,24.3
arch,P81901,Q2S2A3,38.235,5.8,24.3
arch,P81901,P9WNE7,47.619,6.6,23.5
arch,P81901,Q8YU96,27.778,7.4,23.9
arch,P81901,Q7CQM9,28.169,7.9,23.9
arch,P81901,B1HUK4,34.375,9.5,23.5
arch,P84140,A6UCB5,42.857,8.779999999999999e-54,169.0
arch,P84140,Q5GRV2,25.0,0.19,30.0
arch,P84140,Q8RGM4,25.21,0.29,29.6
arch,P84140,Q7VGM5,29.508,3.5,26.2
arch,P84140,A1ALN0,31.034,3.9,26.2
arch,P84140,A5IHZ7,24.444,5.5,25.8
arch,P84140,O67083,36.765,5.6,25.4
arch,P84140,P54086,38.095,5.9,25.4
arch,P84140,P44704,26.984,7.1,25.4
arch,P84140,Q6NAL3,30.508,9.3,25.0
arch,P94919,Q7UPS1,40.705,1.05e-75,233.0
arch,P94919,Q9RQ01,36.025,1.4000000000000002e-72,226.0
arch,P94919,Q493S0,24.424,0.35,30.4
arch,P94919,A5N2U5,35.135,1.1,28.9
arch,P94919,Q98Q02,38.298,1.4,28.5
arch,P94919,Q2SR32,24.113,2.9,27.7
arch,P94919,A5FRX6,31.429,4.9,26.6
arch,P94919,P75389,27.5,5.4,26.9
arch,P94919,Q9CCT0,44.118,6.0,26.9
arch,P95479,O67037,43.16,0.0,864.0
arch,P95479,O67226,41.104,0.0,799.0
arch,P95479,O51934,39.834,0.0,719.0
arch,P95479,O66893,33.498,4.66e-69,240.0
arch,P95479,O34204,30.36,2.96e-62,224.0
arch,P95479,P55991,29.853,4.95e-59,215.0
arch,P95479,Q9X3X7,29.872,5.370000000000001e-59,220.0
arch,P95479,O83409,29.421,1.5900000000000001e-58,214.0
arch,P95479,Q9KRB2,29.545,5.05e-58,214.0
arch,P95479,Q9CG80,29.756,1.69e-57,210.0
arch,P95479,P73810,29.147,1.34e-56,210.0
arch,P95479,Q87AQ6,30.38,2.1799999999999998e-55,206.0
arch,P95479,Q1RIM1,29.338,2.33e-55,205.0
arch,P95479,Q9X909,30.0,5.69e-54,203.0
arch,P95479,Q8K9P7,27.642,7.15e-47,180.0
arch,P95479,P78032,27.993,4.5e-41,160.0
arch,P95479,O51768,26.183,9.22e-36,145.0
arch,P95479,Q9JN65,26.626,6.41e-35,141.0
arch,P95479,P34184,24.793,4.36e-10,62.0
arch,P95479,P40114,21.042,2.17e-05,46.6
arch,P95479,B2RII6,30.769,0.21,33.9
arch,P95479,Q7VI03,40.909,0.35,31.2
arch,P95479,Q6AMA0,50.0,0.57,32.3
arch,P95479,A5FPQ5,48.0,0.64,30.4
arch,P95479,Q9ZJI6,23.2,0.68,32.0
arch,P95479,Q67SJ2,37.209,0.82,32.0
arch,P95479,B2KEK1,33.333,1.0,30.8
arch,P95479,A5GFC7,33.333,1.0,29.6
arch,P95479,B1MW54,23.179,1.5,30.8
arch,P95479,Q6MQK8,34.286,1.6,30.8
arch,P95479,A9BIJ7,35.294,2.0,30.4
arch,P95479,B2RIY8,27.692,2.4,29.6
arch,P95479,Q6AB02,30.38,2.7,30.0
arch,P95479,O66878,32.0,3.6,29.6
arch,P95479,A5USB5,29.412,4.3,29.3
arch,P95479,P54560,27.711,5.3,28.9
arch,P95479,A5FSU1,26.027,5.6,29.3
arch,P95479,A9BHF0,30.189,5.9,28.9
arch,P95479,A6TJD8,25.424,7.4,28.5
arch,P95479,B2IQ55,35.484,7.8,28.5
arch,P95479,B1WV53,43.478,9.9,26.9
arch,P95855,Q44678,30.38,0.07,31.6
arch,P95855,A4XKT3,31.481,4.0,26.2
arch,P95855,P73349,26.316,5.0,25.8
arch,P95855,A2RGV3,26.154,7.8,25.4
arch,P95855,Q03MR7,32.143,8.3,25.0
arch,P95855,Q9HW09,33.929,8.7,25.0
arch,P95862,P71505,30.315,2.0900000000000002e-29,110.0
arch,P95862,P73163,30.98,3.95e-27,103.0
arch,P95862,O67802,26.515,2.92e-25,98.2
arch,P95862,Q43914,23.293,2.4e-12,62.8
arch,P95862,Q5WCP8,32.143,1.3,28.5
arch,P95862,B0S255,26.214,4.6,26.6
arch,P95862,Q311Z4,32.0,6.1,26.2
arch,P95862,Q8REH4,30.357,6.1,26.2
arch,P95862,A5N2U5,29.851,7.9,25.8
arch,P95862,Q8D333,30.303,9.1,25.8
arch,P95867,Q44316,38.739,5.98e-139,414.0
arch,P95867,Q9RX51,38.398,1.16e-106,330.0
arch,P95867,P30537,31.871,2.28e-32,130.0
arch,P95867,Q0TQ16,26.471,5.38e-30,122.0
arch,P95867,Q8RF62,27.887,4.1e-28,116.0
arch,P95867,Q2J6Q9,30.325,2.77e-26,111.0
arch,P95867,A6VP15,29.537,3.86e-26,111.0
arch,P95867,Q081Q4,28.169,1.45e-25,109.0
arch,P95867,Q2T6R3,24.048,2.58e-25,108.0
arch,P95867,Q1WSM8,28.873,1.23e-24,106.0
arch,P95867,P30539,27.441,1.25e-24,106.0
arch,P95867,Q87FR0,28.777,1.6099999999999998e-24,106.0
arch,P95867,B0B998,25.21,3.7e-22,99.0
arch,P95867,Q114I1,24.026,1.4000000000000002e-21,97.1
arch,P95867,Q9RTB7,25.145,2.93e-20,92.8
arch,P95867,Q6MAB4,22.869,3.24e-19,89.4
arch,P95867,O86956,36.471,3.31e-09,57.0
arch,P95867,P43473,30.392,1.46e-08,55.5
arch,P95867,Q2S498,25.466,0.074,33.9
arch,P95867,Q31E81,24.615,0.27,32.0
arch,P95867,Q8G784,24.832,0.35,31.6
arch,P95867,D7BMJ2,25.517,1.6,29.6
arch,P95867,Q252T8,45.0,1.9,29.3
arch,P95867,Q9A871,29.167,3.0,28.9
arch,P95872,O66747,38.021,1.85e-32,115.0
arch,P95872,D0KWI6,32.353,0.55,28.9
arch,P95872,Q1D767,29.032,0.94,26.6
arch,P95872,Q5GS88,32.0,1.0,28.5
arch,P95872,Q9RW63,41.176,1.3,27.7
arch,P95872,P44560,35.294,1.9,27.3
arch,P95872,A6M378,42.857,3.0,26.6
arch,P95872,A1WLD5,20.755,3.3,26.6
arch,P95872,A0L833,38.71,4.0,26.2
arch,P95872,B8GW41,34.091,4.8,26.2
arch,P95872,Q97I20,33.333,5.5,26.2
arch,P95872,B5YHS4,36.667,6.9,25.8
arch,P95872,Q56319,33.333,7.6,25.4
arch,P95872,P75298,27.586,8.9,25.4
arch,P95896,P27765,45.527,2.66e-150,437.0
arch,P95896,P22984,43.676,2.56e-133,394.0
arch,P95896,A2BWS5,34.129,7.86e-64,213.0
arch,P95896,B9DWL8,34.038,4.08e-62,209.0
arch,P95896,C4ZHB9,33.647,1.7599999999999998e-61,207.0
arch,P95896,A8F5H6,33.638,1.09e-60,204.0
arch,P95896,Q2S4S2,32.739,1.37e-55,192.0
arch,P95896,C0R074,30.926,4.04e-53,184.0
arch,P95896,Q6MRL7,30.4,5.48e-53,184.0
arch,P95896,B3DWT4,30.103,1.65e-50,178.0
arch,P95896,Q9LCX3,30.588,1.59e-49,174.0
arch,P95896,Q3B228,31.529,6.26e-48,171.0
arch,P95896,A5VLG3,31.719,2.82e-46,166.0
arch,P95896,O51317,29.551,2.9099999999999997e-46,166.0
arch,P95896,A1R4R1,31.69,2.27e-44,161.0
arch,P95896,B6IN23,27.115,5.61e-44,160.0
arch,P95896,A5EY31,29.384,1.09e-43,159.0
arch,P95896,B1GZD3,30.841,1.03e-42,156.0
arch,P95896,A8EXM1,29.286,1.35e-41,153.0
arch,P95896,O69768,28.271,7.72e-39,145.0
arch,P95896,Q9Z9G7,30.676,2.48e-38,144.0
arch,P95896,Q72SC3,29.412,5.04e-38,143.0
arch,P95896,B2S4Q7,27.313,6.389999999999999e-38,143.0
arch,P95896,Q2GEE7,27.451,1.25e-36,139.0
arch,P95896,A9I0H5,28.736,2.88e-36,139.0
arch,P95896,A0Q8I2,26.824,3.78e-36,138.0
arch,P95896,Q83GA1,28.947,8.75e-36,137.0
arch,P95896,P75534,27.586,1.07e-35,137.0
arch,P95896,B9KD43,28.019,2.09e-32,127.0
arch,P95896,Q67KJ1,25.0,0.078,31.2
arch,P95896,Q8D2B9,51.515,0.46,31.2
arch,P95896,B2A5W6,38.462,0.98,28.1
arch,P95896,A0RDG3,25.424,1.0,30.0
arch,P95896,Q8KGC0,25.926,1.4,29.3
arch,P95896,A6LKW9,29.688,1.6,29.3
arch,P95896,B2S3D0,39.13,1.9,28.9
arch,P95896,Q2RKH8,27.536,3.7,28.1
arch,P95896,A8F4P7,21.97,5.4,27.7
arch,P95896,Q9RUP8,29.032,7.0,27.3
arch,P95896,Q1MRK9,24.691,7.7,26.9
arch,P95896,Q0TQ16,28.125,8.7,26.9
arch,P95896,B8G1G1,26.282,9.2,26.9
arch,P95963,P0A078,31.797,3.27e-19,83.2
arch,P95963,P56102,27.143,1.52e-18,81.3
arch,P95963,O66489,37.107,2.22e-17,78.2
arch,P95963,Q59509,27.536,1.66e-15,72.8
arch,P95963,O51132,30.374,1.24e-14,70.5
arch,P95963,P0A5J3,28.218,1.81e-14,70.5
arch,P95963,P44421,29.108,9.41e-13,65.1
arch,P95963,Q9ZCD3,25.234,2.53e-12,63.9
arch,P95963,P69000,25.854,5.48e-10,57.0
arch,P95963,O83814,30.38,5.23e-08,50.8
arch,P95963,P47418,24.599,1.37e-07,49.7
arch,P95963,O84859,28.931,1.75e-06,46.6
arch,P95963,Q9S6S1,25.0,1.22e-05,44.3
arch,P95963,O52353,19.88,0.026,33.5
arch,P95963,P61382,29.825,1.3,27.7
arch,P95963,B3EU84,26.852,1.8,28.1
arch,P95963,A2RIS2,30.303,1.9,28.1
arch,P95963,O84687,50.0,2.9,27.3
arch,P95963,A8MGE1,32.432,3.0,27.3
arch,P95963,Q89B04,28.205,4.4,26.9
arch,P95963,Q8EUW7,29.703,9.1,25.8
arch,P95968,B5Y7R0,31.987,6.1e-35,135.0
arch,P95968,A5UAL5,31.624,1.61e-34,134.0
arch,P95968,A9NEI5,31.313,5.07e-34,132.0
arch,P95968,Q1MR60,34.746,3.5900000000000004e-33,130.0
arch,P95968,Q119Z5,32.907,9.76e-33,132.0
arch,P95968,Q67TJ2,33.333,3.26e-31,125.0
arch,P95968,A5VKT4,29.855,9.29e-31,124.0
arch,P95968,Q7UNF9,33.468,1.71e-30,123.0
arch,P95968,Q04PF0,30.915,1.79e-30,123.0
arch,P95968,B2V5J1,36.905,2.8599999999999998e-30,122.0
arch,P95968,A0LSS7,29.091,2.9699999999999998e-30,122.0
arch,P95968,A8ZWA3,33.051,7.62e-30,120.0
arch,P95968,B2A4B3,33.463,2.4500000000000002e-29,119.0
arch,P95968,B0TBU3,29.236,2.84e-29,119.0
arch,P95968,Q7NAE5,30.164,4.49e-29,119.0
arch,P95968,P53662,35.273,4.9000000000000004e-29,118.0
arch,P95968,A5FPX2,31.231,5.710000000000001e-29,118.0
arch,P95968,Q8RDZ8,32.955,6.29e-29,118.0
arch,P95968,Q6MKR6,32.955,7.99e-29,118.0
arch,P95968,Q1D8Y1,28.904,2.35e-28,116.0
arch,P95968,B1I4Z1,32.558,2.66e-28,116.0
arch,P95968,Q4FM56,28.571,4.47e-28,115.0
arch,P95968,P75114,29.739,9.04e-28,114.0
arch,P95968,A8MLB5,31.765,2.2000000000000002e-27,114.0
arch,P95968,Q2SSZ1,31.418,2.3000000000000003e-27,113.0
arch,P95968,A4YVF1,28.267,2.5500000000000003e-27,113.0
arch,P95968,O86083,30.827,1.2800000000000001e-26,111.0
arch,P95968,A4SGA5,30.35,2.11e-26,111.0
arch,P95968,A8G3I8,32.927,4.63e-26,109.0
arch,P95968,A0L669,31.12,6.92e-26,108.0
arch,P95968,A5CWX9,28.727,1.47e-25,107.0
arch,P95968,Q7NI06,27.76,3.9e-25,107.0
arch,P95968,Q7W3X9,32.636,9.19e-25,105.0
arch,P95968,B1H0J3,31.128,1.67e-24,105.0
arch,P95968,A9AXJ1,33.61,2.1499999999999998e-24,104.0
arch,P95968,Q1Q845,27.515,2.27e-24,104.0
arch,P95968,Q8D375,28.296,3.66e-24,103.0
arch,P95968,B3Q0S3,28.358,6.62e-24,103.0
arch,P95968,B0B818,31.984,8.989999999999999e-24,102.0
arch,P95968,B4UI79,26.537,9.27e-24,102.0
arch,P95968,Q11PQ4,32.197,1.0099999999999999e-23,102.0
arch,P95968,B5ZCB4,28.679,1.41e-23,102.0
arch,P95968,Q2S1L8,32.031,5.629999999999999e-23,100.0
arch,P95968,B5RLR1,30.992,1.1e-22,99.8
